0
weight_in_kg_slope
BMI_in_kg_per_m2_slope
comorbidity_score_slope
lifestyle_score_slope
weight_in_kg_std
BMI_in_kg_per_m2_std
comorbidity_score_std
lifestyle_score_std
weight_in_kg_accel
BMI_in_kg_per_m2_accel
weight_in_kg_recency_wmean
weight_in_kg_early_wmean
BMI_in_kg_per_m2_recency_wmean
BMI_in_kg_per_m2_early_wmean
comorbidity_score_recency_wmean
comorbidity_score_early_wmean
takes_insulin_window_sum
urinary_infection_window_sum
has_heart_disease_window_sum
takes_pain_killer_window_sum
takes_insulin_first_occur
urinary_infection_first_occur
has_heart_disease_first_occur
takes_pain_killer_first_occur
